UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Type of service,Type of organisation,Number/Value Marker,Unit,Number/Value
10007161,Teesside University,England,North East,2021/22,Contract research,Non-commercial organisations,Value,£000s,329.0
10007161,Teesside University,England,North East,2021/22,Contract research,Total,Value,£000s,707.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,SME's,Number,£000s,118.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,5.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Number,£000s,9.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Total,Number,£000s,132.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,SME's,Value,£000s,410.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,814.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Non-commercial organisations,Value,£000s,1114.0
10007161,Teesside University,England,North East,2021/22,Facilities and equipment related,Total,Value,£000s,2338.0
10007161,Teesside University,England,North East,2022/23,Consultancy,SME's,Number,£000s,13.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Number,£000s,17.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Non-commercial organisations,Number,£000s,28.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Total,Number,£000s,58.0
10007161,Teesside University,England,North East,2022/23,Consultancy,SME's,Value,£000s,77.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Other (non-SME) commercial businesses,Value,£000s,152.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Non-commercial organisations,Value,£000s,2369.0
10007161,Teesside University,England,North East,2022/23,Consultancy,Total,Value,£000s,2598.0
10007161,Teesside University,England,North East,2022/23,Contract research,SME's,Number,£000s,27.0
10007161,Teesside University,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Number,£000s,6.0
10007161,Teesside University,England,North East,2022/23,Contract research,Non-commercial organisations,Number,£000s,26.0
10007161,Teesside University,England,North East,2022/23,Contract research,Total,Number,£000s,59.0
10007161,Teesside University,England,North East,2022/23,Contract research,SME's,Value,£000s,371.0
10007161,Teesside University,England,North East,2022/23,Contract research,Other (non-SME) commercial businesses,Value,£000s,55.0
10007161,Teesside University,England,North East,2022/23,Contract research,Non-commercial organisations,Value,£000s,321.0
10007161,Teesside University,England,North East,2022/23,Contract research,Total,Value,£000s,747.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,SME's,Number,£000s,141.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,7.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Number,£000s,54.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Total,Number,£000s,202.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,SME's,Value,£000s,467.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,634.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Non-commercial organisations,Value,£000s,1150.0
10007161,Teesside University,England,North East,2022/23,Facilities and equipment related,Total,Value,£000s,2251.0
10007161,Teesside University,England,North East,2023/24,Consultancy,SME's,Number,£000s,20.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Number,£000s,7.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Non-commercial organisations,Number,£000s,33.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Total,Number,£000s,60.0
10007161,Teesside University,England,North East,2023/24,Consultancy,SME's,Value,£000s,108.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Other (non-SME) commercial businesses,Value,£000s,25.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Non-commercial organisations,Value,£000s,2302.0
10007161,Teesside University,England,North East,2023/24,Consultancy,Total,Value,£000s,2435.0
10007161,Teesside University,England,North East,2023/24,Contract research,SME's,Number,£000s,10.0
10007161,Teesside University,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Number,£000s,7.0
10007161,Teesside University,England,North East,2023/24,Contract research,Non-commercial organisations,Number,£000s,20.0
10007161,Teesside University,England,North East,2023/24,Contract research,Total,Number,£000s,37.0
10007161,Teesside University,England,North East,2023/24,Contract research,SME's,Value,£000s,99.0
10007161,Teesside University,England,North East,2023/24,Contract research,Other (non-SME) commercial businesses,Value,£000s,108.0
10007161,Teesside University,England,North East,2023/24,Contract research,Non-commercial organisations,Value,£000s,260.0
10007161,Teesside University,England,North East,2023/24,Contract research,Total,Value,£000s,467.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,SME's,Number,£000s,117.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Number,£000s,5.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Number,£000s,68.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Total,Number,£000s,190.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,SME's,Value,£000s,544.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Other (non-SME) commercial businesses,Value,£000s,674.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Non-commercial organisations,Value,£000s,1117.0
10007161,Teesside University,England,North East,2023/24,Facilities and equipment related,Total,Value,£000s,2335.0
