UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10007143,University of Durham,England,North East,2023/24,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007143,University of Durham,England,North East,2023/24,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007143,University of Durham,England,North East,2023/24,Number (of newly registered companies within the reporting period),Student start-ups,18.0
10007143,University of Durham,England,North East,2023/24,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007143,University of Durham,England,North East,2023/24,Number of active firms,Spin-outs with some HE provider ownership,29.0
10007143,University of Durham,England,North East,2023/24,Number of active firms,Other spin-outs,3.0
10007143,University of Durham,England,North East,2023/24,Number of active firms,Staff start-ups,0.0
10007143,University of Durham,England,North East,2023/24,Number of active firms,Student start-ups,59.0
10007143,University of Durham,England,North East,2023/24,Number of active firms,Social enterprises,0.0
10007143,University of Durham,England,North East,2023/24,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,25.0
10007143,University of Durham,England,North East,2023/24,Number still active which have survived at least 3 years,Other spin-outs,3.0
10007143,University of Durham,England,North East,2023/24,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007143,University of Durham,England,North East,2023/24,Number still active which have survived at least 3 years,Student start-ups,4.0
10007143,University of Durham,England,North East,2023/24,Number still active which have survived at least 3 years,Social enterprises,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,75.0
10007799,Newcastle University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Other spin-outs,6.0
10007799,Newcastle University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Student start-ups,295.0
10007799,Newcastle University,England,North East,2014/15,Estimated current employment of all active firms (FTE),Social enterprises,24.0
10007799,Newcastle University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,1400.0
10007799,Newcastle University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Student start-ups,14500.0
10007799,Newcastle University,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Social enterprises,323.0
10007799,Newcastle University,England,North East,2014/15,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,750.0
10007799,Newcastle University,England,North East,2014/15,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2014/15,Estimated external investment received (£ thousands),Student start-ups,1800.0
10007799,Newcastle University,England,North East,2014/15,Estimated external investment received (£ thousands),Social enterprises,352.0
10007799,Newcastle University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,2.0
10007799,Newcastle University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Student start-ups,25.0
10007799,Newcastle University,England,North East,2014/15,Number (of newly registered companies within the reporting period),Social enterprises,9.0
10007799,Newcastle University,England,North East,2014/15,Number of active firms,Spin-outs with some HE provider ownership,22.0
10007799,Newcastle University,England,North East,2014/15,Number of active firms,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2014/15,Number of active firms,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2014/15,Number of active firms,Student start-ups,124.0
10007799,Newcastle University,England,North East,2014/15,Number of active firms,Social enterprises,9.0
10007799,Newcastle University,England,North East,2014/15,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,17.0
10007799,Newcastle University,England,North East,2014/15,Number still active which have survived at least 3 years,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2014/15,Number still active which have survived at least 3 years,Staff start-ups,0.0
